cve_id,project_name,project_language,affects_multiple,version_introduced,version_patched,cve_publish_date,cvss,project_severity_rating,patch_commit,patch_language,patch_path,patch_location,location_category,nvd_cwe,manual_label,subclass_label,nvd_override,memory_unsafety,primary_advisory,other_references,summary,additional_notes
CVE-2016-7052,OpenSSL,C,N,1.0.2i,1.0.2j,9/26/2016,5.0; 7.5,Moderate,https://github.com/openssl/openssl/commit/6e629b5be45face20b4ca71c4fcbfed78b864a2e,C,crypto/x509/x509_vfy.c,X.509,X.509,CWE-476: NULL Pointer Dereference,Memory Management,Null Dereference,N,Y,https://www.openssl.org/news/secadv/20160926.txt,-,Checking CRL scores will cause OpenSSL to crash with a null pointer exception. Patch commit adds two small null and zero checks.,-
CVE-2016-6309,OpenSSL,C,N,1.1.0a,1.1.0b,9/26/2016,10.0; 9.8,Critical,https://github.com/openssl/openssl/commit/acacbfa7565c78d2273c0b2a2e5e803f44afefeb,C,ssl/statem/statem.c,SSL,SSL,CWE-416: Use After Free,Memory Management,Memory Leak,N,Y,https://www.openssl.org/news/secadv/20160926.txt,-,Dangling pointer when reallocating message buffer can result in a write-after-free.,Caused by the patch for CVE-2016-6307.
CVE-2016-6308,OpenSSL,C,N,1.1.0,1.1.0a,9/26/2016,7.1; 5.9,Low,https://github.com/openssl/openssl/commit/df6b5e29ffea2d5a3e08de92fb765fdb21c7a21e,C,ssl/statem/statem_dtls.c,SSL,SSL,CWE-399: Resource Management Errors,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20160922.txt,-,"DTLS message length check allocated the buffer before checking the message length, potentially resulting in memory exhaustion and/or buffer overread.",Similar to CVE-2016-6307 except in DTLS.
CVE-2016-6307,OpenSSL,C,N,1.1.0,1.1.0a,9/26/2016,4.3; 5.9,Low,https://github.com/openssl/openssl/commit/4b390b6c3f8df925dc92a3dd6b022baa9a2f4650,C,ssl/statem/statem.c,SSL,SSL,CWE-400: Uncontrolled Resource Consumption,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20160922.txt,-,"TLS message length check allocated a buffer before checking the message length, potentially resulting in memory exhaustion.",-
CVE-2016-6306,OpenSSL,C,N,1.0.1,1.0.2i,9/26/2016,4.3; 5.9,Low,https://github.com/openssl/openssl/commit/bb1a4866034255749ac578adb06a76335fc117b1,C,ssl/d1_both.c,SSL,SSL,CWE-125: Out-of-bounds Read,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20160922.txt,-,Missing message length checks can result in a buffer overread. Patch commit increases message buffer to slgihtly larger than the message as a precaution.,-
CVE-2016-6305,OpenSSL,C,N,1.1.0,1.1.0a,9/26/2016,5.0; 7.5,High,https://github.com/openssl/openssl/commit/63658103d4441924f8dbfc517b99bb54758a98b9,C,ssl/record/rec_layer_s3.c,SSL,SSL,CWE-20: Improper Input Validation,Memory Management,Memory Exhaustion,N,N,https://www.openssl.org/news/secadv/20160922.txt,https://github.com/openssl/openssl/issues/1563,Missing check for empty records can lead to memory exhaustion if a malicious client continuously sends an overlarge OCSP status request extension.,-
CVE-2016-6304,OpenSSL,C,N,1.0.1,1.1.0a,9/26/2016,7.8; 7.5,High,https://github.com/openssl/openssl/commit/2c0d295e26306e15a92eb23a84a1802005c1c137,C,ssl/t1_lib.c,SSL,SSL,CWE-401: Missing Release of Memory after Effective Lifetime,Memory Management,Memory Exhaustion,N,N,https://www.openssl.org/news/secadv/20160922.txt,-,"Data from previous handshake wasn't properly cleared, causing memory exhaustion if a malicious client continuously sends an overlarge OCSP status request extension.",-
CVE-2016-6303,OpenSSL,C,N,1.0.1,1.0.2i,9/16/2016,7.5; 9.8,High,https://github.com/openssl/openssl/commit/2b4029e68fd7002d2307e6c3cde0f3784eef9c83,C,crypto/mdc2/mdc2gst.c,MDC2,Other Primitives,CWE-787: Out-of-bounds Write,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20160922.txt,-,Incorrect length calculation could cause a buffer overflow.,-
CVE-2016-6302,OpenSSL,C,N,1.0.1,1.0.2i,9/16/2016,5.0; 7.5,Low,https://github.com/openssl/openssl/commit/1bbe48ab149893a78bf99c8eb8895c928900a16f,C,ssl/t1_lib.c,SSL,SSL,CWE-20: Improper Input Validation,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20160922.txt,-,In certain configurations a malformed TLS session ticket can cause a buffer overread. Patch commit adds a new check on the ticket length.,-
CVE-2016-2182,OpenSSL,C,N,1.0.1,1.0.2i,9/16/2016,7.5; 9.8,Low,https://github.com/openssl/openssl/commit/07bed46f332fce8c1d157689a2cdf915a982ae34,C,crypto/bn/bn_print.c,BN,BigNum,CWE-787: Out-of-bounds Write,Memory Management,Buffer Overflow,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2016-2182,https://source.android.com/docs/security/bulletin/2017-03-01,Missing return value check in arithmetic operations can cause an OOB write.,
CVE-2016-2181,OpenSSL,C,N,1.0.1,1.0.2i,9/16/2016,5.0; 7.5,Low,https://github.com/openssl/openssl/commit/b77ab018b79a00f789b0fb85596b446b08be4c9d,C,ssl/d1_both.c,SSL,SSL,CWE-189: Numeric Errors,Memory Management,Memory Exhaustion,Y,N,https://www.openssl.org/news/secadv/20160922.txt,-,"DTLS record delivery implementation led to out-of-order messages sometimes not being removed if they arrived for future epochs, potentially causing memory exhaustion if an excessive number of records are sent.",-
CVE-2016-2179,OpenSSL,C,N,1.0.1,1.0.2i,9/16/2016,5.0; 7.5,Low,https://github.com/openssl/openssl/commit/00a4c1421407b6ac796688871b0a49a179c694d9,C,ssl/d1_both.c,SSL,SSL,CWE-399: Resource Management Errors,Memory Management,Memory Exhaustion,N,N,https://www.openssl.org/news/secadv/20160922.txt,-,Similar issue to CVE-2016-2181 where messge queue is filled up and leads to memory exhaustion.,-
CVE-2016-2183,OpenSSL,C,Y,1.0.2,1.0.2i,9/1/2016,5.0; 7.5,Low,https://github.com/openssl/openssl/commit/d33726b92e09605a088369d0e01c99d138c0524f,C,ssl/s3_lib.c,3DES,SSL,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Cryptographic Issue,Protocol Attack,N,N,https://www.openssl.org/blog/blog/2016/08/24/sweet32/,https://sweet32.info/; https://blog.cryptographyengineering.com/2016/08/24/attack-of-week-64-bit-ciphers-in-tls/,SWEET32 birthday attack on 3DES (configuration issue for servers that only support DES/3DES).,-
CVE-2016-2180,OpenSSL,C,N,1.0.1,1.0.2i,8/1/2016,5.0; 7.5,Low,https://github.com/openssl/openssl/commit/0ed26acce328ec16a3aa635f1ca37365e8c7403a,C,crypto/ts/ts_lib.c,TS,-,CWE-125: Out-of-bounds Read,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20160922.txt,-,Mistake in length calculation of OID text can cause a buffer overread.,-
CVE-2016-2178,OpenSSL,C,N,1.0.1,1.0.2i,6/20/2016,2.1; 5.5,Low,https://github.com/openssl/openssl/commit/399944622df7bd81af62e67ea967c470534090e2,C,crypto/dsa/dsa_ossl.c,DSA,Signature Algorithms,CWE-203: Observable Discrepancy,Side Channel,-,N (side channel),N,https://www.openssl.org/news/secadv/20160922.txt,https://eprint.iacr.org/2016/594.pdf,"Cache-timing side-channel attack in DSA implementation can allow an attacker to recover DSA private key. Exploits OpenSSL's failure ""to use a side-channel-secure implementation of modular exponentiation.""",Also affects LibreSSL and BoringSSL.
CVE-2016-2177,OpenSSL,C,N,1.0.1,1.0.2i,6/20/2016,7.5; 9.8,Low,https://github.com/openssl/openssl/commit/a004e72b95835136d3f1ea90517f706c24c03da7,C,ssl/s3_srvr.c,SSL,SSL,CWE-190: Integer Overflow or Wraparound,Numeric Error,-,N,Y,https://www.openssl.org/news/secadv/20160922.txt,-,Undefined pointer arithmetic due to incorrect length calculations in certain situations.,-
CVE-2016-2176,OpenSSL,C,N,1.0.1,1.0.2h,5/5/2016,6.4; 8.2,Low,https://github.com/openssl/openssl/commit/2919516136a4227d9e6d8f2fe66ef976aaf8c561,C,crypto/x509/x509_obj.c,X.509,X.509,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20160503.txt,-,Large ASN.1 strings can cause a buffer overread in certain situations. Patch commit institutes a size check.,-
CVE-2016-2109,OpenSSL,C,N,1.0.1,1.0.2h,5/5/2016,7.8; 7.5,Low,https://github.com/openssl/openssl/commit/c62981390d6cf9e3d612c489b8b77c2913b25807,C,crypto/asn1/a_d2i_fp.c,ASN.1,X.509,CWE-399: Resource Management Errors,Memory Management,Memory Exhaustion,N,Y,https://www.openssl.org/news/secadv/20160503.txt,-,Maliciously crafted ASN.1 input can lead to memory exhaustion. Patch commit allocates memory in chunks instead of all at once to avoid excess memory use.,-
CVE-2016-2108,OpenSSL,C,N,1.0.1,1.0.2c,5/5/2016,10.0; 9.8,High,https://github.com/openssl/openssl/commit/3661bb4e7934668bd99ca777ea8b30eedfafa871,C,crypto/asn1/a_type.c,ASN.1,X.509,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20160503.txt,https://source.android.com/security/bulletin/2016-07-01.html,Missing integer value check in ASN.1 parser can cause an OOB write. Patch commit adds additional checks for zero values.,-
CVE-2016-2107,OpenSSL,C,N,1.0.1,1.0.2h,5/5/2016,2.6; 5.9,High,https://github.com/openssl/openssl/commit/68595c0c2886e7942a14f98c17a55a88afb6c292,C,crypto/evp/e_aes_cbc_hmac_sha256.c,EVP/SHA1/SHA256,Miscellaneous,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor; CWE-310: Cryptographic Issues,Side Channel,-,N (side channel),N,https://www.openssl.org/news/secadv/20160503.txt,https://blog.cloudflare.com/yet-another-padding-oracle-in-openssl-cbc-ciphersuites/,Insufficient padding in SHA-1 and SHA-256 for CBC mode can lead to a padding oracle attack.,Introduced as part of the patch for CVE-2013-0169.
CVE-2016-2106,OpenSSL,C,N,1.0.1,1.0.2h,5/5/2016,5.0; 7.5,Low,https://github.com/openssl/openssl/commit/3f3582139fbb259a1c3cbb0a25236500a409bf26,C,crypto/evp/evp_enc.c,EVP,Miscellaneous,CWE-189: Numeric Errors,Numeric Error,Integer Overflow,N,Y,https://www.openssl.org/news/secadv/20160503.txt,-,Excessively large input in EVP encrypt function can lead to an integer overflow (and heap corruption).,-
CVE-2016-2105,OpenSSL,C,N,1.0.1,1.0.2h,5/5/2016,5.0; 7.5,Low,https://github.com/openssl/openssl/commit/5b814481f3573fa9677f3a31ee51322e2a22ee6a,C,crypto/evp/encode.c,EVP,Miscellaneous,CWE-190: Integer Overflow or Wraparound,Numeric Error,Integer Overflow,N,Y,https://www.openssl.org/news/secadv/20160503.txt,-,Excessively large input can lead to an integer overflow. Patch commit modifies conditional to properly check input length.,-
CVE-2000-1254,OpenSSL,C,N,0.9.1c,0.9.5a,5/5/2016,5.0; 7.5,-,https://github.com/openssl/openssl/commit/db82b8f9bd432a59aea8e1014694e15fc457c2bb,C,crypto/rsa/rsa_gen.c,RSA,Signature Algorithms,CWE-310: Cryptographic Issues,Numeric Error,-,Y,N,https://nvd.nist.gov/vuln/detail/CVE-2000-1254,https://marc.info/?l=openssl-users&m=95961024500509,"Imprecise bit specification in the generation of an RSA key means that the size calculation can be undefined in some architectures. Patch commit replaced ""1"" with ""1UL"".",0.9.1c is used as the version introduced since this is the first OpenSSL version publicly released.
CVE-2016-2842,OpenSSL,C,N,-,-,3/3/2016,10.0; 9.8,-,https://git.openssl.org/?p=openssl.git;a=commit;h=578b956fe741bf8e84055547b1e83c28dd902c73,,crypto/bio/b_print.c,BIO (input/output),Miscellaneous,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://nvd.nist.gov/vuln/detail/CVE-2016-2842,-,Missing check on memory allocation can cause a OOB write or other crash.,Similar to CVE-2016-0799.
CVE-2016-0799,OpenSSL,C,N,1.0.1,1.0.2g,3/3/2016,10.0; 9.8,Low,https://github.com/openssl/openssl/commit/578b956fe741bf8e84055547b1e83c28dd902c73,,crypto/bio/b_print.c,BIO,Miscellaneous,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20160301.txt,-,Incorrect length calculation could cause OOB read for long strings.,-
CVE-2016-0798,OpenSSL,C,N,1.0.1,1.0.2g,3/3/2016,7.8; 7.5,Low,https://github.com/openssl/openssl/commit/259b664f950c2ba66fbf4b0fe5281327904ead21,C,crypto/srp/srp_vfy.c,SRP,Other Protocols,CWE-399: Resource Management Errors,Memory Management,Buffer Overflow,N,Y,https://www.openssl.org/news/secadv/20160301.txt,-,Potential server memory leak in SRP if SRP configures a secret seed. Patch commit disables seed handling and hardens memory handling in SRP seed.,"""The SRP user database lookup method...had confusing memory management semantics."""
CVE-2016-0797,OpenSSL,C,N,1.0.1,1.0.2g,3/3/2016,5.0; 7.5,Low,https://github.com/openssl/openssl/commit/c175308407858afff3fc8c2e5e085d94d12edc7d,C,crypto/bn/bn_print.c,BN,BigNum,CWE-190: Integer Overflow or Wraparound; CWE-476: NULL Pointer Dereference,Numeric Error,Integer Overflow,N/A,Y,https://www.openssl.org/news/secadv/20160301.txt,-,"Excessively large integer input can cause an interal Big Number (BN) function to calculate an integer incorrectly, causing a potential null pointer dereference or other heap corruption.","""For large values of i this can result in bn_expand not allocating any memory because i * 4 is negative. This can leave the internal BIGNUM data field as NULL leading to a subsequent NULL ptr deref. For very large values of i... this could lead to heap corruption."""
CVE-2016-0705,OpenSSL,C,N,1.0.1,1.0.2g,3/3/2016,10.0; 9.8,Low,https://github.com/openssl/openssl/commit/6c88c71b4e4825c7bc0489306d062d017634eb88,C,crypto/dsa/dsa_ameth.c,DSA,Signature Algorithms,-,Memory Management,Double Free,N/A,Y,https://www.openssl.org/news/secadv/20160301.txt,-,Maliciously crafted DSA private keys could lead to a double free while parsing the keys.,
CVE-2016-0702,OpenSSL,C,N,1.0.1,1.0.2g,3/3/2016,1.9; 5.1,Low,https://github.com/openssl/openssl/commit/708dc2f1291e104fe4eef810bb8ffc1fae5b19c1,C,crypto/bn/bn_exp.c,BN,BigNum,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Side Channel,-,N (side channel),N,https://www.openssl.org/news/secadv/20160301.txt,https://eprint.iacr.org/2016/224.pdf,"OpenSSL's modular exponentiation implementation is not adequately constant-time and can be exploited by cache-bank conflicts, as in the ""CacheBleed"" attack.",-
CVE-2016-0704,OpenSSL,C,N,0.9.8,1.0.2a,3/2/2016,4.3; 5.9,Moderate,https://github.com/openssl/openssl/commit/ae50d8270026edf5b3c7f8aaa0c6677462b33d97,C,ssl/s2_srvr.c,SSLv2.0,SSL,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Side Channel,-,N (side channel),N,https://www.openssl.org/news/secadv/20160301.txt,-,Variant of DROWN Bleichenbacher padding oracle attack.,-
CVE-2016-0703,OpenSSL,C,N,0.9.8,1.0.2a,3/2/2016,4.3; 5.9,High,https://github.com/openssl/openssl/commit/ae50d8270026edf5b3c7f8aaa0c6677462b33d97,C,ssl/s2_srvr.c,SSLv2.0,SSL,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Side Channel,-,N (side channel),N,https://www.openssl.org/news/secadv/20160301.txt,-,"Variant of DROWN based on missing key length enforcement for non-export ciphers, where attacker can recover SSLv2 keys.","""s2_srvr.c did not enforce that clear-key-length is 0 for non-export ciphers. If clear-key bytes are present for these ciphers, they *displace* encrypted-key bytes."""
CVE-2016-0800,OpenSSL,C,Y,1.0.1,1.0.2g,3/1/2016,4.3; 5.9,High,https://github.com/openssl/openssl/commit/800fe8e339f0926b0ddda9cd1959c19bd17dc65b,C,apps/s_cb.c,SSL/TLS,-,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor; CWE-310: Cryptographic Issues,Side Channel,-,N (side channel),N,https://www.openssl.org/news/secadv/20160301.txt,https://drownattack.com/; https://www.openssl.org/blog/blog/2016/03/01/an-openssl-users-guide-to-drown/,"""DROWN"" Bleichenbacher padding oracle attack that uses SSLv2 handshakes to recover TLS session keys and decrypt sessions. Patch commit disables SSLv2 support.","""Disable SSLv2 default. build, default negotiation, and weak ciphers."""
CVE-2016-0701,OpenSSL,C,N,1.0.2,1.0.2f,2/15/2016,2.6; 3.7,High,https://github.com/openssl/openssl/commit/878e2c5b13010329c203f309ed0c8f2113f85648,C,crypto/dh/dh_check.c,DH,Other Protocols,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Cryptographic Issue,Bad Math,N,N,https://www.openssl.org/news/secadv/20160128.txt,-,Diffie-Hellman implementation could potentially use unsafe primes to generate key exchange parameters (as in X9.42 key agreement scheme). This could allow an attacker to discover a server's private DH exponent (small subgroup attack).,-
CVE-2015-3197,OpenSSL,C,N,1.0.1,1.0.2f,2/15/2016,4.3; 5.9,Low,https://github.com/openssl/openssl/commit/d81a1600588b726c2bdccda7efad3cc7a87d6245,C,ssl/s2_srvr.c,SSLv2.0,SSL,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor; CWE-310: Cryptographic Issues,Cryptographic Issue,TLS Implementation,N,N,https://www.openssl.org/news/secadv/20160128.txt,-,"SSLv2 implementation does not adequately check shared ciphers between client and server, allowing a downgrade attack of sorts where a client could force the server to use disabled ciphers.",-
CVE-2015-3196,OpenSSL,C,N,1.0.0,1.0.2d,12/6/2015,4.3,Low,https://github.com/openssl/openssl/commit/3c66a669dfc7b3792f7af0758ea26fe8502ce70c,C,ssl/s3_clnt.c,SSL,SSL,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),Systems Issue,Thread Safety,N,N,https://www.openssl.org/news/secadv/20151203.txt,https://nvd.nist.gov/vuln/detail/CVE-2015-3196,"PSK identity hints are not properly handled for multi-threaded clients (stored in a data structure that can be overwritten), which can cause a race condition and other memory corruption.",-
CVE-2015-3195,OpenSSL,C,N,0.9.8,1.0.2e,12/6/2015,5.0; 5.3,Moderate,https://github.com/openssl/openssl/commit/cc598f321fbac9c04da5766243ed55d55948637d,C,crypto/asn1/tasn_dec.c,ASN.1,X.509,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,Memory Management,Memory Leak,N,Y,https://www.openssl.org/news/secadv/20151203.txt,https://nvd.nist.gov/vuln/detail/CVE-2015-3195,ASN.1 parsing contains a memory leak where certain errors can cause a pointer to be zeroed out. Patch commit consists of a flag to identify this and small fixes to only free the pointer when flagged.,-
